count,can_double,can_split,hand,dealer_upcard,recommendation,state_visits,q_hit,visits_hit,q_stand,visits_stand,q_double,visits_double,q_split,visits_split
<1,True,False,10,1,D,48995,-4.963229416466824,1251,-0.6899286280729583,1261,-0.05656368947508181,45188,-100.0,1295
<1,True,False,11,2,D,78399,-4.763316582914573,1990,-0.29880890730191645,1931,0.4175221507213631,72571,-100.0,1907
<1,True,False,11,3,D,76921,-3.9073047858942083,1985,-0.27582534611288545,1878,0.45676564872616726,71124,-100.0,1934
<1,True,False,11,4,D,76521,-5.0889423076922995,2080,-0.2330304649919831,1871,0.4854960752422011,70705,-100.0,1865
<1,True,False,11,5,D,78371,-4.553388590931256,2051,-0.1448763250883396,1981,0.5687840190092067,72386,-100.0,1953
<1,True,False,11,6,D,78989,-4.738938053097343,2034,-0.11048593350383647,1955,0.6116007883499367,73064,-100.0,1936
<1,True,False,11,7,D,84249,-5.007962529274015,2135,-0.5024061597690078,2078,0.42275410677617914,77920,-100.0,2116
<1,True,False,11,8,D,85108,-3.844655797101448,2208,-0.5410292072322657,2157,0.3129837067209758,78560,-100.0,2183
<1,True,False,11,9,D,85896,-4.6954242135366995,2098,-0.5513974419706291,2111,0.23078373926492238,79529,-100.0,2158
<1,True,False,11,10,D,356597,-5.686507495835658,9005,-0.5181370353784138,8932,0.14892829737738375,329709,-100.0,8951
<1,True,False,11,1,D,67136,-5.061298076923077,1664,-0.6226072607260735,6060,0.09893252001524977,57706,-100.0,1706
<1,True,False,12,2,S,147254,-4.428685258964125,3765,-0.3180876136321101,133655,-0.4589497642659733,6151,-100.0,3683
<1,True,False,12,3,S,149382,-3.6523384698567156,3699,-0.29155410312272645,137700,-0.4942770380752178,4281,-100.0,3702
<1,True,False,12,4,S,148057,-3.532620614035084,3648,-0.23566367742453476,137047,-0.37343291544411744,3749,-100.0,3613
<1,True,False,12,5,S,148205,-3.5365788773610003,3759,-0.2026255040617122,136888,-0.42564102564102557,3900,-100.0,3658
<1,True,False,12,6,S,147086,-3.5854037267080687,3864,-0.18802091002797514,135820,-0.3532536520584322,3765,-100.0,3637
<1,True,False,12,7,S,166361,-3.4168051269878887,4213,-0.4730428672734484,153707,-0.5580326361755933,4351,-100.0,4090
<1,True,False,12,8,S,164690,-4.240627928772259,4268,-0.5165366010540928,152359,-0.6324282786885255,3904,-100.0,4159
<1,True,False,12,9,S,165392,-4.253643629525148,4254,-0.5465654653926918,152699,-0.7293070259865255,4156,-100.0,4283
<1,True,False,12,10,S,673976,-3.8001164144353963,17180,-0.5369748195783081,623262,-0.7565735172739056,16962,-100.0,16572
<1,True,False,12,1,S,128321,-3.4112416640203183,3149,-0.6845789079147939,118727,-0.8484939759036147,3320,-100.0,3125
<1,True,False,13,2,S,149627,-3.7396859196167216,3757,-0.31978736142066316,138639,-0.5616030327646893,3693,-100.0,3538
<1,True,False,13,3,S,143549,-3.60442329227324,3572,-0.30363762394141164,132724,-0.5110810810810806,3700,-100.0,3553
<1,True,False,13,4,S,146585,-2.975864843121485,3729,-0.2327619300732378,135456,-0.5384210526315794,3800,-100.0,3600
<1,True,False,13,5,S,146758,-3.4281666194389353,3529,-0.20312223858615427,135800,-0.5549132947976866,3806,-100.0,3623
<1,True,False,13,6,S,146964,-3.4112542729424136,3803,-0.17338424863146396,135912,-0.45617021276595665,3525,-100.0,3724
<1,True,False,13,7,S,165237,-3.1138798903563525,4013,-0.481853154900863,152065,-0.5689197467837461,4897,-100.0,4262
<1,True,False,13,8,S,164416,-3.2884429400386845,4136,-0.5122361675799889,141425,-0.6783259612112958,14695,-100.0,4160
<1,True,False,13,9,S,165881,-3.7167644183773167,4092,-0.5512866461185544,153461,-0.8046454767726156,4090,-100.0,4238
<1,True,False,13,10,S,672737,-3.6541136256483,16968,-0.5462410910087642,583680,-0.8569820024335761,55063,-100.0,17026
<1,True,False,13,1,S,128194,-4.139469578783162,3205,-0.6894757261900756,118564,-0.8949163050217005,3226,-100.0,3199
<1,True,False,14,2,S,129765,-2.673919613176184,3309,-0.32825319456152297,119813,-0.6960312687913413,3326,-100.0,3317
<1,True,False,14,3,S,129054,-2.9861836045440655,3257,-0.2847737108732837,119228,-0.6585291425083938,3277,-100.0,3292
<1,True,False,14,4,S,124494,-3.000313185092387,3193,-0.2402196234032919,114924,-0.6606861819326408,3177,-100.0,3200
<1,True,False,14,5,S,127379,-3.022551546391752,3104,-0.19319184310532161,117888,-0.735565110565111,3256,-100.0,3131
<1,True,False,14,6,S,127977,-2.94208611279563,3298,-0.20279448864738892,118519,-0.5867962466487928,2984,-100.0,3176
<1,True,False,14,7,S,145461,-2.839114995902761,3661,-0.47316234993081985,134438,-0.6913921948519243,3613,-100.0,3749
<1,True,False,14,8,S,144727,-2.941829004329008,3696,-0.5120408422975382,133587,-0.8251823831396922,3701,-100.0,3743
<1,True,False,14,9,S,143004,-3.7750472589792103,3703,-0.5440325853244945,132084,-0.8060320973990018,3614,-100.0,3603
<1,True,False,14,10,S,577823,-3.272714833059663,14616,-0.5500419262098735,534272,-0.883474282545402,14426,-100.0,14509
<1,True,False,14,1,S,112098,-3.069066862601028,2722,-0.6738089503347887,103795,-0.9073941134242647,2786,-100.0,2795
<1,True,False,15,2,S,131794,-2.7120467117393954,3254,-0.30414599138815074,121925,-0.7619474313022692,3348,-100.0,3267
<1,True,False,15,3,S,130323,-2.662226169330968,3378,-0.2678614455328745,120357,-0.7879341864716636,3282,-100.0,3306
<1,True,False,15,4,S,129315,-3.0405904059040565,3252,-0.2337123745819408,119600,-0.7141041931385007,3148,-100.0,3315
<1,True,False,15,5,S,124423,-2.616168045830678,3142,-0.20003303170174203,115041,-0.7164948453608248,3104,-100.0,3136
<1,True,False,15,6,S,129014,-2.3831089351285213,3268,-0.1653608039863765,119206,-0.6630242173656239,3386,-100.0,3154
<1,True,False,15,7,S,148288,-2.3389784211963924,3661,-0.4836828562473111,137187,-0.781842818428186,3690,-100.0,3750
<1,True,False,15,8,S,147652,-2.9412719891745653,3695,-0.5102442522427652,136662,-0.8111353711790393,3664,-100.0,3631
<1,True,False,15,9,S,144938,-2.817729908864956,3621,-0.5328198008568873,133974,-0.8444876423215769,3601,-100.0,3742
<1,True,False,15,10,S,589645,-2.7426000961472394,14561,-0.5470612608582479,545438,-0.9653159801422265,14906,-100.0,14740
<1,True,False,15,1,S,112236,-3.0581029051452577,2857,-0.6868528124337194,103718,-1.0177430801987235,2818,-100.0,2843
<1,True,False,16,2,S,108957,-2.5631170662905554,2836,-0.31903767770156066,100590,-0.8943148688046638,2744,-100.0,2787
<1,True,False,16,3,S,110976,-2.9552344025378967,2837,-0.2937989104481945,102611,-0.8752260397830014,2765,-100.0,2763
<1,True,False,16,4,S,109960,-2.6410347271438663,2822,-0.24722019733262007,97399,-0.8779588944011337,7055,-100.0,2684
<1,True,False,16,5,S,108751,-2.1111895517119637,2833,-0.20607496168315667,100478,-0.7484253427195261,2699,-100.0,2741
<1,True,False,16,6,S,106462,-2.272138228941684,2778,-0.17595382548149438,98236,-0.7242258652094712,2745,-100.0,2703
<1,True,False,16,7,S,124925,-1.8771320277953278,3166,-0.4891592345657621,115490,-0.8330713612071683,3181,-100.0,3088
<1,True,False,16,8,S,123826,-2.9544603867747967,3206,-0.5295216969845061,114509,-0.8903654485049844,3010,-100.0,3101
<1,True,False,16,9,S,125200,-2.76147704590818,3006,-0.5382928198264342,115805,-0.9444970040996529,3171,-100.0,3218
<1,True,False,16,10,S,493192,-2.537906137184111,12465,-0.5432451438072629,456479,-1.035106647854594,12049,-100.0,12199
<1,True,False,16,1,S,94606,-2.665537679932264,2362,-0.7032925574482682,87470,-1.011445527766005,2359,-100.0,2415
<1,True,False,>16,2,S,350544,-2.0384746339802504,8811,0.11594220783828635,324127,-1.1119779715465814,8716,-100.0,8890
<1,True,False,>16,3,S,353022,-1.8631344116006754,8965,0.14871838876154167,326308,-1.1082217550071884,9037,-100.0,8712
<1,True,False,>16,4,S,347324,-2.0020391979154892,8827,0.16608186770040026,320908,-1.1290907032046216,8831,-100.0,8758
<1,True,False,>16,5,S,348205,-2.2733163619532513,8642,0.20439842753733223,322297,-1.1221285928662117,8663,-100.0,8603
<1,True,False,>16,6,S,351540,-2.1987549518958796,8835,0.2556440923475328,325163,-1.1013513513513506,8732,-100.0,8810
<1,True,False,>16,7,S,370808,-1.8088074994549912,9174,0.28991869587129065,343279,-1.0571084073221517,9123,-100.0,9232
<1,True,False,>16,8,S,372086,-2.3134513824169076,9657,0.11924055417447967,343935,-1.029699774023456,9293,-100.0,9201
<1,True,False,>16,9,S,372090,-1.896702336754748,9158,-0.0794326653393964,344065,-1.1394115812454537,9619,-100.0,9248
<1,True,False,>16,10,S,1463667,-2.0636445266795445,36751,-0.13450907763363132,1350407,-1.1934730764403125,39835,-100.0,36674
<1,True,False,>16,1,S,277503,-2.048777059319653,7114,-0.0854828361234536,254051,-1.1454392601933578,9516,-100.0,6822
<1,True,False,ace ace,2,?,0,,0,,0,,0,,0
<1,True,False,ace ace,3,?,0,,0,,0,,0,,0
<1,True,False,ace ace,4,?,0,,0,,0,,0,,0
<1,True,False,ace ace,5,?,0,,0,,0,,0,,0
<1,True,False,ace ace,6,?,0,,0,,0,,0,,0
<1,True,False,ace ace,7,?,0,,0,,0,,0,,0
<1,True,False,ace ace,8,?,0,,0,,0,,0,,0
<1,True,False,ace ace,9,?,0,,0,,0,,0,,0
<1,True,False,ace ace,10,?,0,,0,,0,,0,,0
<1,True,False,ace ace,1,?,0,,0,,0,,0,,0
<1,True,False,two two,2,?,0,,0,,0,,0,,0
<1,True,False,two two,3,?,0,,0,,0,,0,,0
<1,True,False,two two,4,?,0,,0,,0,,0,,0
<1,True,False,two two,5,?,0,,0,,0,,0,,0
<1,True,False,two two,6,?,0,,0,,0,,0,,0
<1,True,False,two two,7,?,0,,0,,0,,0,,0
<1,True,False,two two,8,?,0,,0,,0,,0,,0
<1,True,False,two two,9,?,0,,0,,0,,0,,0
<1,True,False,two two,10,?,0,,0,,0,,0,,0
<1,True,False,two two,1,?,0,,0,,0,,0,,0
<1,True,False,three three,2,?,0,,0,,0,,0,,0
<1,True,False,three three,3,?,0,,0,,0,,0,,0
<1,True,False,three three,4,?,0,,0,,0,,0,,0
<1,True,False,three three,5,?,0,,0,,0,,0,,0
<1,True,False,three three,6,?,0,,0,,0,,0,,0
<1,True,False,three three,7,?,0,,0,,0,,0,,0
<1,True,False,three three,8,?,0,,0,,0,,0,,0
<1,True,False,three three,9,?,0,,0,,0,,0,,0
<1,True,False,three three,10,?,0,,0,,0,,0,,0
<1,True,False,three three,1,?,0,,0,,0,,0,,0
<1,True,False,five five,2,?,0,,0,,0,,0,,0
<1,True,False,five five,3,?,0,,0,,0,,0,,0
<1,True,False,five five,4,?,0,,0,,0,,0,,0
<1,True,False,five five,5,?,0,,0,,0,,0,,0
<1,True,False,five five,6,?,0,,0,,0,,0,,0
<1,True,False,five five,7,?,0,,0,,0,,0,,0
<1,True,False,five five,8,?,0,,0,,0,,0,,0
<1,True,False,five five,9,?,0,,0,,0,,0,,0
<1,True,False,five five,10,?,0,,0,,0,,0,,0
<1,True,False,five five,1,?,0,,0,,0,,0,,0
<1,True,False,six six,2,?,0,,0,,0,,0,,0
<1,True,False,six six,3,?,0,,0,,0,,0,,0
<1,True,False,six six,4,?,0,,0,,0,,0,,0
<1,True,False,six six,5,?,0,,0,,0,,0,,0
<1,True,False,six six,6,?,0,,0,,0,,0,,0
<1,True,False,six six,7,?,0,,0,,0,,0,,0
<1,True,False,six six,8,?,0,,0,,0,,0,,0
<1,True,False,six six,9,?,0,,0,,0,,0,,0
<1,True,False,six six,10,?,0,,0,,0,,0,,0
<1,True,False,six six,1,?,0,,0,,0,,0,,0
<1,True,False,seven seven,2,?,0,,0,,0,,0,,0
<1,True,False,seven seven,3,?,0,,0,,0,,0,,0
<1,True,False,seven seven,4,?,0,,0,,0,,0,,0
<1,True,False,seven seven,5,?,0,,0,,0,,0,,0
<1,True,False,seven seven,6,?,0,,0,,0,,0,,0
<1,True,False,seven seven,7,?,0,,0,,0,,0,,0
<1,True,False,seven seven,8,?,0,,0,,0,,0,,0
<1,True,False,seven seven,9,?,0,,0,,0,,0,,0
<1,True,False,seven seven,10,?,0,,0,,0,,0,,0
<1,True,False,seven seven,1,?,0,,0,,0,,0,,0
<1,True,False,eight eight,2,?,0,,0,,0,,0,,0
<1,True,False,eight eight,3,?,0,,0,,0,,0,,0
<1,True,False,eight eight,4,?,0,,0,,0,,0,,0
<1,True,False,eight eight,5,?,0,,0,,0,,0,,0
<1,True,False,eight eight,6,?,0,,0,,0,,0,,0
<1,True,False,eight eight,7,?,0,,0,,0,,0,,0
<1,True,False,eight eight,8,?,0,,0,,0,,0,,0
<1,True,False,eight eight,9,?,0,,0,,0,,0,,0
<1,True,False,eight eight,10,?,0,,0,,0,,0,,0
<1,True,False,eight eight,1,?,0,,0,,0,,0,,0
<1,True,False,nine nine,2,?,0,,0,,0,,0,,0
<1,True,False,nine nine,3,?,0,,0,,0,,0,,0
<1,True,False,nine nine,4,?,0,,0,,0,,0,,0
<1,True,False,nine nine,5,?,1,,0,,0,,0,-100.0,1
<1,True,False,nine nine,6,?,0,,0,,0,,0,,0
<1,True,False,nine nine,7,?,0,,0,,0,,0,,0
<1,True,False,nine nine,8,?,0,,0,,0,,0,,0
<1,True,False,nine nine,9,?,0,,0,,0,,0,,0
<1,True,False,nine nine,10,?,0,,0,,0,,0,,0
<1,True,False,nine nine,1,?,0,,0,,0,,0,,0
<1,True,False,ten ten,2,?,0,,0,,0,,0,,0
<1,True,False,ten ten,3,?,0,,0,,0,,0,,0
<1,True,False,ten ten,4,?,2,,0,-100.0,1,,0,-100.0,1
<1,True,False,ten ten,5,?,0,,0,,0,,0,,0
<1,True,False,ten ten,6,?,0,,0,,0,,0,,0
<1,True,False,ten ten,7,?,2,,0,,0,-4.0,1,-100.0,1
<1,True,False,ten ten,8,?,1,,0,,0,2.0,1,,0
<1,True,False,ten ten,9,?,3,-3.0,1,2.0,1,-3.0,1,,0
<1,True,False,ten ten,10,S,7,-0.5,2,3.3333333333333335,3,-6.0,1,-100.0,1
<1,True,False,ten ten,1,?,0,,0,,0,,0,,0
<1,True,False,ace two,2,D,20417,-3.9266917293233092,532,-0.2888870334808362,11977,-0.09618258388805889,7361,-100.0,547
<1,True,False,ace two,3,D,21662,-8.25,524,-0.24125230202578274,543,-0.03340979355739483,20054,-100.0,541
<1,True,False,ace two,4,D,22289,-6.11317254174398,539,-0.22198182604932915,4622,0.09205601835083949,16566,-100.0,562
<1,True,False,ace two,5,D,22016,-4.999999999999999,557,-0.11556064073226548,874,0.16598524132429238,20056,-100.0,529
<1,True,False,ace two,6,D,22226,-5.873873873873874,555,-0.17290552584670232,561,0.10123625036503392,20546,-100.0,564
<1,True,False,ace two,7,D,25149,-4.690598290598284,585,-0.5016674606955696,2099,-0.16839650678981277,21871,-100.0,594
<1,True,False,ace two,8,D,24947,-4.92088607594937,632,-0.5719882468168448,1021,-0.29040236738660224,22641,-100.0,653
<1,True,False,ace two,9,S,24523,-4.451986754966887,604,-0.5558694980354024,22651,-0.597402597402597,616,-100.0,652
<1,True,False,ace two,10,D,99677,-4.266980761680429,2547,-0.5233056905919362,3497,-0.5035744484587575,91063,-100.0,2570
<1,True,False,ace two,1,S,17986,-5.381057268722464,454,-0.670691787299046,13747,-0.6733653269346122,3334,-100.0,451
<1,True,False,ace three,2,D,22163,-5.00355239786857,563,-0.29172932330827045,665,-0.04098682917240031,20348,-100.0,587
<1,True,False,ace three,3,D,20989,-5.193656093489156,599,-0.2583426028921016,10788,-0.01637892872952631,9036,-100.0,566
<1,True,False,ace three,4,D,22207,-5.633147113594038,537,-0.2796296296296296,540,0.05028476853429415,20543,-100.0,587
<1,True,False,ace three,5,D,22549,-4.941712204007279,549,-0.2655737704918031,610,0.05361685786972594,20833,-100.0,557
<1,True,False,ace three,6,D,21131,-3.986964618249533,537,-0.13521126760563368,710,0.20371900826446274,19360,-100.0,524
<1,True,False,ace three,7,D,24164,-4.481415929203542,565,-0.4465958775765147,1601,-0.17320368379224926,21391,-100.0,607
<1,True,False,ace three,8,D,25254,-5.9092382495948135,617,-0.5472481827622012,963,-0.3157391304347848,23000,-100.0,674
<1,True,False,ace three,9,D,25535,-4.727699530516434,639,-0.5299422799422806,2772,-0.4051675977653632,21480,-100.0,644
<1,True,False,ace three,10,S,99495,-5.184451219512195,2624,-0.5374084999453703,91530,-0.5705942974922705,2911,-100.0,2430
<1,True,False,ace three,1,S,17821,-5.888127853881281,438,-0.6800470064324616,16168,-0.7038043478260864,736,-100.0,479
<1,True,False,ace four,2,D,22418,-3.9707495429616095,547,-0.3466981132075479,2968,-0.03961315703201836,18302,-100.0,601
<1,True,False,ace four,3,D,21496,-5.42685025817556,581,-0.23568170299036975,1973,-0.03274955267581216,18443,-100.0,499
<1,True,False,ace four,4,D,21505,-9.11287128712873,505,-0.27086383601756925,2732,0.006923336710570723,17766,-100.0,502
<1,True,False,ace four,5,D,21917,-4.737564322469984,583,-0.19362745098039225,816,0.1158442077896107,20001,-100.0,517
<1,True,False,ace four,6,D,21774,-8.083188908145582,577,-0.09925093632958805,534,0.13717802372326185,20149,-100.0,514
<1,True,False,ace four,7,D,26111,-5.509774436090222,665,-0.46224961479198773,649,-0.11111570247933883,24200,-100.0,597
<1,True,False,ace four,8,D,25676,-7.369230769230764,650,-0.6116207951070336,654,-0.23311978420298357,23726,-100.0,646
<1,True,False,ace four,9,S,24313,-6.061654135338338,665,-0.5078250760150249,22364,-0.5268817204301063,651,-100.0,633
<1,True,False,ace four,10,S,99639,-5.372509960159369,2510,-0.5379944180367221,91724,-0.5796002756719496,2902,-100.0,2503
<1,True,False,ace four,1,D,17791,-4.879807692307695,416,-0.5900783289817231,383,-0.5597335755373902,16515,-100.0,477
<1,True,False,ace five,2,D,21706,-4.7477148080438765,547,-0.32198952879581133,8022,-0.10079554494828927,12570,-100.0,567
<1,True,False,ace five,3,S,21927,-7.17699115044248,565,-0.25630646196376494,20257,-0.8287795992714029,549,-100.0,556
<1,True,False,ace five,4,D,21312,-4.195571955719559,542,-0.2538330494037479,587,0.05282192339038283,19632,-100.0,551
<1,True,False,ace five,5,D,20552,-3.9287128712871295,505,-0.15206971677559938,2295,0.11535788742182057,17268,-100.0,484
<1,True,False,ace five,6,D,21956,-3.4888475836431225,538,-0.26475849731663725,559,0.16743705743508963,20336,-100.0,523
<1,True,False,ace five,7,D,25025,-4.37763371150729,617,-0.4622124863088721,913,-0.08982688701870663,22933,-100.0,562
<1,True,False,ace five,8,D,24667,-5.119236883942769,629,-0.4876373626373625,728,-0.3500000000000013,22640,-100.0,670
<1,True,False,ace five,9,D,24983,-4.914027149321268,663,-0.5994371482176379,3198,-0.40262592737212133,20488,-100.0,634
<1,True,False,ace five,10,D,98771,-5.241183623834621,2467,-0.5501638809177385,73529,-0.5059500393391014,20336,-100.0,2439
<1,True,False,ace five,1,S,17005,-3.840749414519908,427,-0.6698604591344622,15551,-0.7848739495798329,595,-100.0,432
<1,True,False,ace six,2,D,21653,-6.452423698384201,557,-0.18168389955686856,677,-0.000855948844469072,19861,-100.0,558
<1,True,False,ace six,3,D,22143,-3.8065040650406523,615,-0.21052631578947356,532,0.049608993157380266,20460,-100.0,536
<1,True,False,ace six,4,D,21963,-6.804054054054052,592,-0.026776519052523186,971,0.08720813204508863,19872,-100.0,528
<1,True,False,ace six,5,D,21932,-6.738095238095236,546,-0.10262008733624463,916,0.1649944817899056,19934,-100.0,536
<1,True,False,ace six,6,D,21016,-3.2593917710196783,559,-0.13307240704501,511,0.2855452066073187,19433,-100.0,513
<1,True,False,ace six,7,D,25025,-5.408839779005529,724,-0.1799307958477511,2023,-0.010277301976760418,21601,-100.0,677
<1,True,False,ace six,8,D,24263,-6.617469879518072,664,-0.4137336093857836,2898,-0.2473487677371183,20085,-100.0,616
<1,True,False,ace six,9,D,23691,-6.2016393442622935,610,-0.4486133768352361,613,-0.3010762537210905,21835,-100.0,633
<1,True,False,ace six,10,S,99056,-5.999596774193551,2480,-0.408960479233593,87473,-0.4101796407185619,6680,-100.0,2423
<1,True,False,ace six,1,S,18334,-6.60851926977688,493,-0.5300782990642328,15709,-0.5822328931572627,1666,-100.0,466
<1,True,False,ace seven,2,S,25027,-5.435857805255024,647,0.142229488096454,9787,0.1403357727077061,13938,-100.0,655
<1,True,False,ace seven,3,S,23885,-5.741573033707869,623,0.14683648691987006,21827,0.08607594936708862,790,-100.0,645
<1,True,False,ace seven,4,S,24920,-4.79650238473768,629,0.1591991492116335,21627,0.14765432098765416,2025,-100.0,639
<1,True,False,ace seven,5,D,25740,-6.02225755166931,629,0.11410347271438681,1411,0.28685862740853085,23095,-100.0,605
<1,True,False,ace seven,6,D,24034,-4.217741935483871,620,0.16149068322981372,644,0.2879751115920491,22179,-100.0,591
<1,True,False,ace seven,7,S,25786,-4.6952104499274325,689,0.35780629907962486,23686,0.2131147540983605,732,-100.0,679
<1,True,False,ace seven,8,S,27019,-4.9080118694362005,674,0.09948003531835538,20386,0.042949448878753224,5262,-100.0,697
<1,True,False,ace seven,9,S,26511,-5.411188811188815,715,-0.16658395368072682,24180,-0.2271825396825396,1008,-100.0,608
<1,True,False,ace seven,10,S,106862,-5.463649851632044,2696,-0.16622831452521783,77183,-0.2991043790498989,24229,-100.0,2754
<1,True,False,ace seven,1,S,19705,-3.611222444889777,499,-0.13631119169276337,18201,-0.5337423312883436,489,-100.0,516
<1,True,False,ace eight,2,S,24902,-8.63299663299663,594,0.39502954466458035,23016,0.2266462480857582,653,-100.0,639
<1,True,False,ace eight,3,S,25242,-5.804651162790698,645,0.3869283321004313,22981,0.25651302605210413,998,-100.0,618
<1,True,False,ace eight,4,S,25247,-5.252631578947371,665,0.41448664498098975,21827,0.38270425226946997,2093,-100.0,662
<1,True,False,ace eight,5,S,24633,-4.93684210526316,665,0.42373254635950997,22703,0.24423963133640564,651,-100.0,614
<1,True,False,ace eight,6,S,25577,-5.500829187396348,603,0.49057429033810124,22863,0.34494535519125663,1464,-100.0,647
<1,True,False,ace eight,7,S,27378,-7.443267776096829,661,0.5796318921688411,25373,0.32890855457227103,678,-100.0,666
<1,True,False,ace eight,8,S,25925,-7.812307692307689,650,0.5605265350329045,24006,0.08766233766233769,616,-100.0,653
<1,True,False,ace eight,9,S,27041,-4.603498542274054,686,0.28720720720720705,24975,-0.14884979702300385,739,-100.0,641
<1,True,False,ace eight,10,S,105830,-6.052534221235657,2703,0.0856941162026942,97743,-0.10754648195406483,2743,-100.0,2641
<1,True,False,ace eight,1,S,19428,-4.721413721413722,481,0.2457146037399823,17968,-0.13141683778234098,487,-100.0,492
<1,True,True,four four,2,D,8527,-8.221698113207548,212,-0.3978201634877386,734,-0.2766996878816676,7369,-6.268867924528302,212
<1,True,True,four four,3,D,8713,-6.135371179039304,229,-0.3251282051282057,2925,-0.17289281021212696,5327,-5.41810344827586,232
<1,True,True,four four,4,D,8309,-5.649350649350646,231,-0.18894009216589852,217,-0.04939080309183811,7633,-6.13157894736842,228
<1,True,True,four four,5,D,8963,-3.8749999999999964,224,-0.2535460992907804,4512,0.042232277526395204,3978,-5.060240963855422,249
<1,True,True,four four,6,D,9127,-4.300000000000001,180,-0.38192419825072876,1029,0.037743241478385724,7657,-3.4827586206896544,261
<1,True,True,four four,7,D,10202,-6.562737642585555,263,-0.5184049079754609,326,-0.23387698539601337,9381,-4.176724137931037,232
<1,True,True,four four,8,D,9662,-5.3493975903614475,249,-0.4513274336283188,226,-0.44232281253509964,8903,-5.630281690140846,284
<1,True,True,four four,9,S,10060,-4.262096774193548,248,-0.5283322601416615,9318,-0.8893805309734514,226,-5.992537313432841,268
<1,True,True,four four,10,S,38828,-5.424657534246571,1022,-0.5174358255014696,35645,-0.6571194762684128,1222,-5.042598509052186,939
<1,True,True,four four,1,S,7501,-6.580000000000001,200,-0.7036342659359685,6934,-0.8743718592964824,199,-2.5952380952380962,168
<1,True,True,ace ace,2,D,12815,-7.254777070063694,314,-0.48208955223880645,670,-0.040316274220175564,11509,-4.950310559006202,322
<1,True,True,ace ace,3,D,12454,-9.0188679245283,318,-0.25625579240037066,2158,-0.031660631143300526,9665,-4.067092651757186,313
<1,True,True,ace ace,4,D,12942,-11.16901408450704,284,-0.20416666666666672,480,0.05512539976434951,11882,-4.64527027027027,296
<1,True,True,ace ace,5,D,12171,-8.423728813559313,295,-0.20114942528735597,348,0.018492176386913344,11248,-2.5571428571428547,280
<1,True,True,ace ace,6,D,13201,-3.321875000000004,320,-0.3916913946587542,337,0.1988203489800933,12207,-3.5311572700296763,337
<1,True,True,ace ace,7,D,14261,-6.326086956521738,368,-0.2690217391304347,368,-0.09115791074279689,13153,-5.021505376344088,372
<1,True,True,ace ace,8,D,14005,-6.901129943502822,354,-0.5049504950495053,303,-0.27386625672559584,13010,-3.245562130177514,338
<1,True,True,ace ace,9,S,13503,-5.505434782608694,368,-0.5412224302107942,12287,-0.564356435643564,505,-3.9446064139941717,343
<1,True,True,ace ace,10,D,52751,-5.488475836431222,1345,-0.5282186200458239,11783,-0.4768066788416358,38330,-4.665119876256766,1293
<1,True,True,ace ace,1,S,9734,-7.906137184115521,277,-0.6760341726618712,8896,-0.71311475409836,244,-5.239747634069399,317
<1,True,True,two two,2,S,8057,-4.905759162303666,191,-0.32063534796069526,7429,-0.7727272727272725,220,-5.539170506912444,217
<1,True,True,two two,3,S,8942,-6.446153846153853,195,-0.27352324577629783,8109,-0.5750636132315523,393,-6.46530612244898,245
<1,True,True,two two,4,S,8951,-8.004291845493567,233,-0.2726829268292684,8200,-0.46931407942238274,277,-9.634854771784234,241
<1,True,True,two two,5,S,8685,-8.07373271889401,217,-0.21171453656089337,7973,-0.3070539419087136,241,-4.783464566929132,254
<1,True,True,two two,6,S,8557,-5.26271186440678,236,-0.13699536730641973,7555,-0.20948616600790515,506,-3.680769230769229,260
<1,True,True,two two,7,S,9322,-6.904347826086954,230,-0.4545454545454536,8624,-0.8878048780487803,205,-4.718631178707227,263
<1,True,True,two two,8,S,9282,-4.1689497716894985,219,-0.48999884379697006,8649,-0.9758454106280191,207,-6.231884057971014,207
<1,True,True,two two,9,S,9078,-5.528888888888887,225,-0.5541636840849413,8382,-0.9527896995708157,233,-4.9873949579831915,238
<1,True,True,two two,10,S,39073,-5.556962025316445,948,-0.5493390971818196,36087,-1.1017441860465127,1032,-5.310139165009944,1006
<1,True,True,two two,1,S,7749,-9.291262135922326,206,-0.6711642787592168,7189,-1.3686868686868678,198,-7.615384615384614,156
<1,True,True,three three,2,S,8741,-4.801687763713084,237,-0.28596467574491097,7417,-0.38998835855646097,859,-4.276315789473686,228
<1,True,True,three three,3,S,7771,-3.417061611374408,211,-0.245359385903698,7165,-0.5395348837209303,215,-3.8277777777777775,180
<1,True,True,three three,4,S,7894,-2.617224880382775,209,-0.24386566141192575,7295,-0.5358851674641144,209,-8.320441988950275,181
<1,True,True,three three,5,S,8888,-4.765957446808511,235,-0.1631084543125533,8197,-0.613333333333333,225,-5.238095238095241,231
<1,True,True,three three,6,S,8528,-5.463414634146339,246,-0.2009231952814463,7799,-0.3153846153846154,260,-3.932735426008969,223
<1,True,True,three three,7,S,8989,-5.4765957446808535,235,-0.5034176759803302,8339,-1.086538461538462,208,-4.458937198067633,207
<1,True,True,three three,8,S,9840,-7.2648401826484,219,-0.5300287039081478,9058,-0.9743589743589745,273,-4.458620689655176,290
<1,True,True,three three,9,S,9598,-7.130044843049324,223,-0.5310945273631811,8844,-1.0229007633587788,262,-4.866171003717473,269
<1,True,True,three three,10,S,38017,-5.531618435155409,933,-0.5490547773602086,35124,-1.030581039755352,981,-4.390194075587335,979
