hand_value,is_soft,dealer_upcard,can_double,action,estimated_value,visits
15,False,6,True,HIT,-0.383178,321
15,False,6,True,STAND,-0.174033,2172
15,False,6,True,DOUBLE,-0.704403,159
15,False,7,False,HIT,-0.337262,2630
15,False,7,False,STAND,-0.505017,299
15,False,7,True,HIT,-0.404125,2279
15,False,7,True,STAND,-0.502591,193
15,False,7,True,DOUBLE,-0.801843,217
15,False,8,False,HIT,-0.423063,2723
15,False,8,False,STAND,-0.514019,321
15,False,8,True,HIT,-0.413303,2180
15,False,8,True,STAND,-0.522613,398
15,False,8,True,DOUBLE,-0.781065,169
15,False,9,False,HIT,-0.461484,2817
15,False,9,False,STAND,-0.591549,284
15,False,9,True,HIT,-0.495668,2193
15,False,9,True,STAND,-0.518152,303
15,False,9,True,DOUBLE,-0.959596,198
15,False,10,False,HIT,-0.534316,10928
15,False,10,False,STAND,-0.580923,1279
15,False,10,True,HIT,-0.534207,9004
15,False,10,True,STAND,-0.602660,1203
15,False,10,True,DOUBLE,-1.119891,734
15,True,1,False,HIT,-0.490196,153
15,True,1,False,STAND,-0.750000,16
15,True,1,True,HIT,-0.481203,399
15,True,1,True,STAND,-0.741935,31
15,True,1,True,DOUBLE,-0.625000,32
15,True,2,False,HIT,-0.100775,129
15,True,2,False,STAND,-0.411765,51
15,True,2,True,HIT,-0.181818,77
15,True,2,True,STAND,-0.400000,40
15,True,2,True,DOUBLE,-0.065934,364
15,True,3,False,HIT,-0.088000,125
15,True,3,False,STAND,-0.114754,61
15,True,3,True,HIT,0.119186,344
15,True,3,True,STAND,-0.459459,37
15,True,3,True,DOUBLE,-0.261905,84
15,True,4,False,HIT,0.029412,170
15,True,4,False,STAND,-0.200000,15
15,True,4,True,HIT,0.031414,382
15,True,4,True,STAND,-0.257143,35
15,True,4,True,DOUBLE,0.000000,35
15,True,5,False,HIT,0.033333,120
15,True,5,False,STAND,-0.246377,69
15,True,5,True,HIT,0.128852,357
15,True,5,True,STAND,-0.096774,31
15,True,5,True,DOUBLE,0.121212,66
15,True,6,False,HIT,0.042373,118
15,True,6,False,STAND,-0.014925,67
15,True,6,True,HIT,-0.153846,26
15,True,6,True,STAND,-0.026316,76
15,True,6,True,DOUBLE,0.234973,366
15,True,7,False,HIT,-0.087500,160
15,True,7,False,STAND,-0.619048,21
15,True,7,True,HIT,-0.093199,397
15,True,7,True,STAND,-0.655172,29
15,True,7,True,DOUBLE,-0.212766,47
15,True,8,False,HIT,-0.243421,152
15,True,8,False,STAND,-0.714286,14
15,True,8,True,HIT,-0.078313,166
15,True,8,True,STAND,-0.454545,253
15,True,8,True,DOUBLE,-0.400000,40
15,True,9,False,HIT,-0.312102,157
15,True,9,False,STAND,-0.714286,21
15,True,9,True,HIT,-0.244275,262
15,True,9,True,STAND,-0.648855,131
15,True,9,True,DOUBLE,-0.418605,43
15,True,10,False,HIT,-0.291457,597
15,True,10,False,STAND,-0.706667,75
15,True,10,True,HIT,-0.330739,1542
15,True,10,True,STAND,-0.529412,136
15,True,10,True,DOUBLE,-0.427481,131
16,False,1,False,HIT,-0.664945,2904
16,False,1,False,STAND,-0.777262,431
16,False,1,True,HIT,-0.646610,2227
16,False,1,True,STAND,-0.838509,161
16,False,1,True,DOUBLE,-1.365517,145
16,False,2,False,HIT,-0.435268,448
16,False,2,False,STAND,-0.283572,2867
16,False,2,True,HIT,-0.475751,433
16,False,2,True,STAND,-0.288961,1848
16,False,2,True,DOUBLE,-1.041916,167
16,False,3,False,HIT,-0.470914,361
16,False,3,False,STAND,-0.242078,3061
16,False,3,True,HIT,-0.455056,178
16,False,3,True,STAND,-0.223866,2095
16,False,3,True,DOUBLE,-0.987805,164
16,False,4,False,HIT,-0.394030,335
16,False,4,False,STAND,-0.209209,2997
16,False,4,True,HIT,-0.375000,168
16,False,4,True,STAND,-0.226135,2158
16,False,4,True,DOUBLE,-0.860927,151
16,False,5,False,HIT,-0.417391,345
16,False,5,False,STAND,-0.150318,2987
16,False,5,True,HIT,-0.380814,344
16,False,5,True,STAND,-0.116279,1935
16,False,5,True,DOUBLE,-0.815287,157
16,False,6,False,HIT,-0.404255,329
16,False,6,False,STAND,-0.144909,3064
16,False,6,True,HIT,-0.313099,313
16,False,6,True,STAND,-0.139266,1989
16,False,6,True,DOUBLE,-1.072848,151
16,False,7,False,HIT,-0.381437,3049
16,False,7,False,STAND,-0.484765,361
16,False,7,True,HIT,-0.386705,2061
16,False,7,True,STAND,-0.575758,231
16,False,7,True,DOUBLE,-0.814371,167
16,False,8,False,HIT,-0.482421,2759
16,False,8,False,STAND,-0.503289,608
16,False,8,True,HIT,-0.441150,2192
16,False,8,True,STAND,-0.488152,211
16,False,8,True,DOUBLE,-0.802469,162
16,False,9,False,HIT,-0.535960,1599
16,False,9,False,STAND,-0.555674,1877
16,False,9,True,HIT,-0.496434,2103
16,False,9,True,STAND,-0.500000,252
16,False,9,True,DOUBLE,-1.081081,185
16,False,10,False,HIT,-0.570849,5914
16,False,10,False,STAND,-0.561295,7782
16,False,10,True,HIT,-0.574183,4772
16,False,10,True,STAND,-0.569883,4622
16,False,10,True,DOUBLE,-1.189681,659
16,True,1,False,HIT,-0.586047,215
16,True,1,False,STAND,-0.714286,35
16,True,1,True,HIT,-0.514212,387
16,True,1,True,STAND,-0.650000,40
16,True,1,True,DOUBLE,-0.979592,49
16,True,2,False,HIT,0.125000,200
16,True,2,False,STAND,-0.212121,66
16,True,2,True,HIT,0.050000,360
16,True,2,True,STAND,-0.190476,42
16,True,2,True,DOUBLE,-0.318182,44
16,True,3,False,HIT,0.077586,232
16,True,3,False,STAND,-0.062500,32
16,True,3,True,HIT,0.045977,348
16,True,3,True,STAND,-0.054545,55
16,True,3,True,DOUBLE,-0.322581,62
16,True,4,False,HIT,0.101124,178
16,True,4,False,STAND,-0.102564,78
16,True,4,True,HIT,-0.103448,29
16,True,4,True,STAND,-0.333333,27
16,True,4,True,DOUBLE,0.005195,385
16,True,5,False,HIT,0.084577,201
16,True,5,False,STAND,-0.265306,49
16,True,5,True,HIT,0.002717,368
16,True,5,True,STAND,-0.166667,48
16,True,5,True,DOUBLE,-0.222222,54
16,True,6,False,HIT,0.087719,228
16,True,6,False,STAND,-0.405405,37
16,True,6,True,HIT,-0.011976,167
16,True,6,True,STAND,-0.071429,56
16,True,6,True,DOUBLE,0.160338,237
16,True,7,False,HIT,-0.089362,235
16,True,7,False,STAND,-0.354839,31
16,True,7,True,HIT,-0.063660,377
16,True,7,True,STAND,-0.210526,38
16,True,7,True,DOUBLE,-0.814815,27
16,True,8,False,HIT,-0.208889,225
16,True,8,False,STAND,-0.760000,25
16,True,8,True,HIT,-0.121951,369
16,True,8,True,STAND,-0.388889,36
16,True,8,True,DOUBLE,-0.250000,56
16,True,9,False,HIT,-0.331858,226
16,True,9,False,STAND,-0.500000,32
16,True,9,True,HIT,-0.316265,332
16,True,9,True,STAND,-0.555556,144
16,True,9,True,DOUBLE,-0.647059,34
16,True,10,False,HIT,-0.347882,779
16,True,10,False,STAND,-0.522843,197
16,True,10,True,HIT,-0.341480,1473
16,True,10,True,STAND,-0.526316,152
16,True,10,True,DOUBLE,-0.689076,119
17,False,1,False,HIT,-0.698073,467
17,False,1,False,STAND,-0.660236,3214
17,False,1,True,HIT,-0.714286,154
17,False,1,True,STAND,-0.607325,1966
17,False,1,True,DOUBLE,-1.267606,142
17,False,2,False,HIT,-0.487923,414
17,False,2,False,STAND,-0.150277,3254
17,False,2,True,HIT,-0.579787,188
17,False,2,True,STAND,-0.169921,1895
17,False,2,True,DOUBLE,-0.828025,157
17,False,3,False,HIT,-0.541562,397
17,False,3,False,STAND,-0.129313,3217
17,False,3,True,HIT,-0.515152,165
17,False,3,True,STAND,-0.125255,1964
17,False,3,True,DOUBLE,-1.207317,164
17,False,4,False,HIT,-0.523677,359
17,False,4,False,STAND,-0.073394,3270
17,False,4,True,HIT,-0.540000,150
17,False,4,True,STAND,-0.099433,1941
17,False,4,True,DOUBLE,-1.018634,161
17,False,5,False,HIT,-0.452926,393
17,False,5,False,STAND,-0.056142,3313
17,False,5,True,HIT,-0.426036,169
17,False,5,True,STAND,-0.049536,1938
17,False,5,True,DOUBLE,-1.275168,149
17,False,6,False,HIT,-0.526912,353
17,False,6,False,STAND,0.011667,3257
17,False,6,True,HIT,-0.557143,140
17,False,6,True,STAND,0.009739,1951
17,False,6,True,DOUBLE,-1.185185,162
17,False,7,False,HIT,-0.496333,409
17,False,7,False,STAND,-0.110003,3309
17,False,7,True,HIT,-0.549383,162
17,False,7,True,STAND,-0.130297,1888
17,False,7,True,DOUBLE,-0.912088,182
17,False,8,False,HIT,-0.500849,589
17,False,8,False,STAND,-0.391805,3124
17,False,8,True,HIT,-0.544910,167
17,False,8,True,STAND,-0.403768,1964
17,False,8,True,DOUBLE,-1.051948,154
17,False,9,False,HIT,-0.528184,479
17,False,9,False,STAND,-0.446235,3227
17,False,9,True,HIT,-0.546377,690
17,False,9,True,STAND,-0.418246,1425
17,False,9,True,DOUBLE,-0.988506,174
17,False,10,False,HIT,-0.610158,1516
17,False,10,False,STAND,-0.469056,13088
17,False,10,True,HIT,-0.588117,993
17,False,10,True,STAND,-0.464588,7314
17,False,10,True,DOUBLE,-1.190323,620
17,True,1,False,HIT,-0.404255,235
17,True,1,False,STAND,-0.582418,91
17,True,1,True,HIT,-0.469231,390
17,True,1,True,STAND,-0.729730,37
17,True,1,True,DOUBLE,-1.575758,33
17,True,2,False,HIT,0.067010,194
17,True,2,False,STAND,-0.195489,133
17,True,2,True,HIT,-0.099010,303
17,True,2,True,STAND,-0.107143,28
17,True,2,True,DOUBLE,-0.192000,125
17,True,3,False,HIT,0.030769,260
17,True,3,False,STAND,-0.085366,82
17,True,3,True,HIT,-0.419355,31
17,True,3,True,STAND,-0.183673,49
17,True,3,True,DOUBLE,0.127778,360
17,True,4,False,HIT,0.023569,297
17,True,4,False,STAND,-0.261905,42
17,True,4,True,HIT,-0.243243,37
17,True,4,True,STAND,-0.066667,30
17,True,4,True,DOUBLE,0.213115,366
17,True,5,False,HIT,-0.057239,297
17,True,5,False,STAND,-0.088889,45
17,True,5,True,HIT,0.028571,35
17,True,5,True,STAND,0.169811,53
17,True,5,True,DOUBLE,0.299213,381
17,True,6,False,HIT,0.169231,325
17,True,6,False,STAND,0.083333,36
17,True,6,True,HIT,-0.068966,29
17,True,6,True,STAND,-0.071429,42
17,True,6,True,DOUBLE,0.360097,411
17,True,7,False,HIT,-0.012552,239
17,True,7,False,STAND,-0.161290,62
17,True,7,True,HIT,-0.194444,36
17,True,7,True,STAND,-0.200000,40
17,True,7,True,DOUBLE,0.074667,375
17,True,8,False,HIT,-0.281690,71
17,True,8,False,STAND,-0.266212,293
17,True,8,True,HIT,-0.154110,292
17,True,8,True,STAND,-0.333333,36
17,True,8,True,DOUBLE,-0.157895,152
17,True,9,False,HIT,-0.130909,275
17,True,9,False,STAND,-0.345455,55
17,True,9,True,HIT,-0.130667,375
17,True,9,True,STAND,-0.515152,33
17,True,9,True,DOUBLE,0.027027,74
17,True,10,False,HIT,-0.320288,1252
17,True,10,False,STAND,-0.552846,123
17,True,10,True,HIT,-0.284369,1593
17,True,10,True,STAND,-0.553398,103
17,True,10,True,DOUBLE,-0.702703,148
18,False,1,False,HIT,-0.795918,392
18,False,1,False,STAND,-0.375874,3432
18,False,1,True,HIT,-0.671053,152
18,False,1,True,STAND,-0.393990,1797
18,False,1,True,DOUBLE,-1.274074,135
18,False,2,False,HIT,-0.687831,378
18,False,2,False,STAND,0.094996,3537
18,False,2,True,HIT,-0.643836,146
18,False,2,True,STAND,0.133558,1782
18,False,2,True,DOUBLE,-1.438849,139
18,False,3,False,HIT,-0.604972,362
18,False,3,False,STAND,0.146705,3490
18,False,3,True,HIT,-0.644970,169
18,False,3,True,STAND,0.172376,1839
18,False,3,True,DOUBLE,-1.337838,148
18,False,4,False,HIT,-0.627778,360
18,False,4,False,STAND,0.182104,3498
18,False,4,True,HIT,-0.608000,125
18,False,4,True,STAND,0.160161,1742
18,False,4,True,DOUBLE,-1.067568,148
18,False,5,False,HIT,-0.545685,394
18,False,5,False,STAND,0.180779,3413
18,False,5,True,HIT,-0.666667,156
18,False,5,True,STAND,0.202061,1747
18,False,5,True,DOUBLE,-1.223684,152
18,False,6,False,HIT,-0.616667,360
18,False,6,False,STAND,0.301010,3465
18,False,6,True,HIT,-0.622378,143
18,False,6,True,STAND,0.315944,1706
18,False,6,True,DOUBLE,-1.084967,153
18,False,7,False,HIT,-0.633663,404
18,False,7,False,STAND,0.404416,3442
18,False,7,True,HIT,-0.553191,141
18,False,7,True,STAND,0.401724,1740
18,False,7,True,DOUBLE,-1.180556,144
18,False,8,False,HIT,-0.602041,392
18,False,8,False,STAND,0.108100,3469
18,False,8,True,HIT,-0.608108,148
18,False,8,True,STAND,0.119956,1809
18,False,8,True,DOUBLE,-1.036496,137
18,False,9,False,HIT,-0.664286,420
18,False,9,False,STAND,-0.155421,3468
18,False,9,True,HIT,-0.541096,146
18,False,9,True,STAND,-0.182584,1780
18,False,9,True,DOUBLE,-1.057971,138
18,False,10,False,HIT,-0.655894,1578
18,False,10,False,STAND,-0.241467,13828
18,False,10,True,HIT,-0.661290,496
18,False,10,True,STAND,-0.223926,7172
18,False,10,True,DOUBLE,-1.364621,554
18,True,1,False,HIT,-0.574468,47
18,True,1,False,STAND,-0.389474,380
18,True,1,True,HIT,-0.500000,34
18,True,1,True,STAND,-0.354271,398
18,True,1,True,DOUBLE,-1.000000,40
18,True,2,False,HIT,0.008982,334
18,True,2,False,STAND,-0.083333,72
18,True,2,True,HIT,-0.027027,37
18,True,2,True,STAND,0.117647,68
18,True,2,True,DOUBLE,0.154696,362
18,True,3,False,HIT,0.135021,237
18,True,3,False,STAND,0.229665,209
18,True,3,True,HIT,-0.250000,32
18,True,3,True,STAND,0.056452,124
18,True,3,True,DOUBLE,0.154839,310
18,True,4,False,HIT,0.178571,364
18,True,4,False,STAND,0.105263,57
18,True,4,True,HIT,0.141304,92
18,True,4,True,STAND,0.220736,299
18,True,4,True,DOUBLE,0.208955,67
18,True,5,False,HIT,0.195652,46
18,True,5,False,STAND,0.296296,405
18,True,5,True,HIT,0.167553,376
18,True,5,True,STAND,-0.100000,30
18,True,5,True,DOUBLE,0.064516,31
18,True,6,False,HIT,0.230971,381
18,True,6,False,STAND,0.169492,59
18,True,6,True,HIT,0.111111,27
18,True,6,True,STAND,0.142857,21
18,True,6,True,DOUBLE,0.385787,394
18,True,7,False,HIT,0.081633,49
18,True,7,False,STAND,0.367089,395
18,True,7,True,HIT,-0.041667,48
18,True,7,True,STAND,0.336842,95
18,True,7,True,DOUBLE,0.229965,287
18,True,8,False,HIT,0.076923,52
18,True,8,False,STAND,0.088889,360
18,True,8,True,HIT,-0.103448,29
18,True,8,True,STAND,0.120112,358
18,True,8,True,DOUBLE,-0.500000,28
18,True,9,False,HIT,-0.094697,264
18,True,9,False,STAND,-0.143713,167
18,True,9,True,HIT,-0.230284,317
18,True,9,True,STAND,-0.365854,41
18,True,9,True,DOUBLE,-0.356436,101
18,True,10,False,HIT,-0.186613,493
18,True,10,False,STAND,-0.195021,1205
18,True,10,True,HIT,-0.241914,1484
18,True,10,True,STAND,-0.298780,164
18,True,10,True,DOUBLE,-0.638889,144
19,False,1,False,HIT,-0.825980,408
19,False,1,False,STAND,-0.131247,3642
19,False,1,True,HIT,-0.841667,120
19,False,1,True,STAND,-0.119696,1579
19,False,1,True,DOUBLE,-1.518797,133
19,False,2,False,HIT,-0.778338,397
19,False,2,False,STAND,0.394783,3450
19,False,2,True,HIT,-0.705882,102
19,False,2,True,STAND,0.379332,1587
19,False,2,True,DOUBLE,-1.390625,128
19,False,3,False,HIT,-0.709845,386
19,False,3,False,STAND,0.409449,3556
19,False,3,True,HIT,-0.750000,120
19,False,3,True,STAND,0.408623,1554
19,False,3,True,DOUBLE,-1.272727,121
19,False,4,False,HIT,-0.726098,387
19,False,4,False,STAND,0.409279,3621
19,False,4,True,HIT,-0.761194,134
19,False,4,True,STAND,0.405740,1533
19,False,4,True,DOUBLE,-1.393939,132
19,False,5,False,HIT,-0.736264,364
19,False,5,False,STAND,0.431335,3619
19,False,5,True,HIT,-0.700000,120
19,False,5,True,STAND,0.445161,1550
19,False,5,True,DOUBLE,-1.520661,121
19,False,6,False,HIT,-0.731383,376
19,False,6,False,STAND,0.507149,3567
19,False,6,True,HIT,-0.860870,115
19,False,6,True,STAND,0.496770,1548
19,False,6,True,DOUBLE,-1.301587,126
19,False,7,False,HIT,-0.716707,413
19,False,7,False,STAND,0.629854,3631
19,False,7,True,HIT,-0.769912,113
19,False,7,True,STAND,0.618837,1582
19,False,7,True,DOUBLE,-1.212121,132
19,False,8,False,HIT,-0.762025,395
19,False,8,False,STAND,0.593182,3579
19,False,8,True,HIT,-0.785124,121
19,False,8,True,STAND,0.596825,1575
19,False,8,True,DOUBLE,-1.491525,118
19,False,9,False,HIT,-0.750000,376
19,False,9,False,STAND,0.272702,3579
19,False,9,True,HIT,-0.682540,126
19,False,9,True,STAND,0.304267,1617
19,False,9,True,DOUBLE,-1.476923,130
19,False,10,False,HIT,-0.754729,1586
19,False,10,False,STAND,-0.014580,14472
19,False,10,True,HIT,-0.755027,547
19,False,10,True,STAND,-0.001760,6251
19,False,10,True,DOUBLE,-1.501014,493
19,True,1,False,HIT,-0.690476,42
19,True,1,False,STAND,-0.075789,475
19,True,1,True,HIT,-0.354396,364
19,True,1,True,STAND,-0.375000,48
19,True,1,True,DOUBLE,-0.903226,31
19,True,2,False,HIT,-0.424242,33
19,True,2,False,STAND,0.377682,466
19,True,2,True,HIT,0.194444,36
19,True,2,True,STAND,0.367758,397
19,True,2,True,DOUBLE,-0.057143,35
19,True,3,False,HIT,0.183099,71
19,True,3,False,STAND,0.441113,467
19,True,3,True,HIT,0.200000,55
19,True,3,True,STAND,0.395161,372
19,True,3,True,DOUBLE,0.315789,57
19,True,4,False,HIT,0.302632,76
19,True,4,False,STAND,0.474699,415
19,True,4,True,HIT,-0.078947,76
19,True,4,True,STAND,0.375758,330
19,True,4,True,DOUBLE,0.327273,55
19,True,5,False,HIT,0.040816,49
19,True,5,False,STAND,0.481562,461
19,True,5,True,HIT,0.306818,88
19,True,5,True,STAND,0.383929,336
19,True,5,True,DOUBLE,-0.125000,32
19,True,6,False,HIT,-0.052632,57
19,True,6,False,STAND,0.475556,450
19,True,6,True,HIT,0.171429,35
19,True,6,True,STAND,0.490667,375
19,True,6,True,DOUBLE,0.160000,25
19,True,7,False,HIT,0.340000,50
19,True,7,False,STAND,0.635575,461
19,True,7,True,HIT,-0.016393,61
19,True,7,True,STAND,0.586022,372
19,True,7,True,DOUBLE,-0.142857,28
19,True,8,False,HIT,0.085714,70
19,True,8,False,STAND,0.630979,439
19,True,8,True,HIT,0.214286,56
19,True,8,True,STAND,0.616967,389
19,True,8,True,DOUBLE,0.000000,29
19,True,9,False,HIT,-0.125000,64
19,True,9,False,STAND,0.261364,440
19,True,9,True,HIT,0.042714,398
19,True,9,True,STAND,-0.142857,28
19,True,9,True,DOUBLE,0.086957,46
19,True,10,False,HIT,-0.071685,279
19,True,10,False,STAND,-0.050987,1824
19,True,10,True,HIT,-0.175000,120
19,True,10,True,STAND,-0.049268,1502
19,True,10,True,DOUBLE,-0.507463,134
20,False,1,False,HIT,-0.885366,410
20,False,1,False,STAND,0.140561,3671
20,False,1,True,HIT,-0.892000,250
20,False,1,True,STAND,0.148598,3210
20,False,1,True,DOUBLE,-1.731801,261
20,False,2,False,HIT,-0.858491,424
20,False,2,False,STAND,0.643662,3637
20,False,2,True,HIT,-0.879845,258
20,False,2,True,STAND,0.649782,3218
20,False,2,True,DOUBLE,-1.679012,243
20,False,3,False,HIT,-0.819588,388
20,False,3,False,STAND,0.659598,3631
20,False,3,True,HIT,-0.859922,257
20,False,3,True,STAND,0.654992,3255
20,False,3,True,DOUBLE,-1.755459,229
20,False,4,False,HIT,-0.842723,426
20,False,4,False,STAND,0.650263,3617
20,False,4,True,HIT,-0.873016,252
20,False,4,True,STAND,0.660652,3159
20,False,4,True,DOUBLE,-1.725000,240
20,False,5,False,HIT,-0.837104,442
20,False,5,False,STAND,0.659229,3630
20,False,5,True,HIT,-0.886640,247
20,False,5,True,STAND,0.667745,3091
20,False,5,True,DOUBLE,-1.737052,251
20,False,6,False,HIT,-0.879518,415
20,False,6,False,STAND,0.680909,3698
20,False,6,True,HIT,-0.857143,245
20,False,6,True,STAND,0.709347,3124
20,False,6,True,DOUBLE,-1.845588,272
20,False,7,False,HIT,-0.811705,393
20,False,7,False,STAND,0.783213,3598
20,False,7,True,HIT,-0.853556,239
20,False,7,True,STAND,0.785119,3118
20,False,7,True,DOUBLE,-1.574468,235
20,False,8,False,HIT,-0.816176,408
20,False,8,False,STAND,0.800000,3820
20,False,8,True,HIT,-0.835878,262
20,False,8,True,STAND,0.790547,3237
20,False,8,True,DOUBLE,-1.763158,228
20,False,9,False,HIT,-0.827982,436
20,False,9,False,STAND,0.767033,3640
20,False,9,True,HIT,-0.825758,264
20,False,9,True,STAND,0.772480,3125
20,False,9,True,DOUBLE,-1.629630,216
20,False,10,False,HIT,-0.855651,1628
20,False,10,False,STAND,0.442856,14761
20,False,10,True,HIT,-0.873340,979
20,False,10,True,STAND,0.446008,12576
20,False,10,True,DOUBLE,-1.688623,1002
20,True,1,False,HIT,-0.333333,51
20,True,1,False,STAND,0.168582,522
20,True,1,True,HIT,-0.444444,27
20,True,1,True,STAND,0.118310,355
20,True,1,True,DOUBLE,-0.558824,68
20,True,2,False,HIT,0.017544,57
20,True,2,False,STAND,0.648045,537
20,True,2,True,HIT,0.035714,28
20,True,2,True,STAND,0.683951,405
20,True,2,True,DOUBLE,0.060606,33
20,True,3,False,HIT,0.153846,65
20,True,3,False,STAND,0.645833,576
20,True,3,True,HIT,-0.195122,41
20,True,3,True,STAND,0.660167,359
20,True,3,True,DOUBLE,0.588235,34
20,True,4,False,HIT,0.295082,61
20,True,4,False,STAND,0.628942,539
20,True,4,True,HIT,0.169811,53
20,True,4,True,STAND,0.686981,361
20,True,4,True,DOUBLE,0.360000,50
20,True,5,False,HIT,0.393443,61
20,True,5,False,STAND,0.720000,500
20,True,5,True,HIT,0.027778,36
20,True,5,True,STAND,0.700000,310
20,True,5,True,DOUBLE,0.508475,59
20,True,6,False,HIT,0.215385,65
20,True,6,False,STAND,0.753346,523
20,True,6,True,HIT,0.130000,100
20,True,6,True,STAND,0.653295,349
20,True,6,True,DOUBLE,0.173913,23
20,True,7,False,HIT,0.333333,63
20,True,7,False,STAND,0.797203,572
20,True,7,True,HIT,0.035714,28
20,True,7,True,STAND,0.815789,380
20,True,7,True,DOUBLE,0.193548,31
20,True,8,False,HIT,0.216667,60
20,True,8,False,STAND,0.772973,555
20,True,8,True,HIT,0.535714,28
20,True,8,True,STAND,0.718833,377
20,True,8,True,DOUBLE,0.619718,71
20,True,9,False,HIT,0.035088,57
20,True,9,False,STAND,0.819767,516
20,True,9,True,HIT,0.064516,31
20,True,9,True,STAND,0.808571,350
20,True,9,True,DOUBLE,0.181818,33
20,True,10,False,HIT,-0.034749,259
20,True,10,False,STAND,0.460845,2107
20,True,10,True,HIT,-0.171429,140
20,True,10,True,STAND,0.439177,1603
20,True,10,True,DOUBLE,-0.086957,115
21,False,1,False,HIT,-1.000000,486
21,False,1,False,STAND,0.342370,4279
21,False,2,False,HIT,-1.000000,491
21,False,2,False,STAND,0.876476,4404
21,False,3,False,HIT,-1.000000,507
21,False,3,False,STAND,0.887330,4420
21,False,4,False,HIT,-1.000000,454
21,False,4,False,STAND,0.890326,4331
21,False,5,False,HIT,-1.000000,479
21,False,5,False,STAND,0.894773,4381
21,False,6,False,HIT,-1.000000,484
21,False,6,False,STAND,0.904087,4306
21,False,7,False,HIT,-1.000000,526
21,False,7,False,STAND,0.933813,4306
21,False,8,False,HIT,-1.000000,480
21,False,8,False,STAND,0.929845,4376
21,False,9,False,HIT,-1.000000,434
21,False,9,False,STAND,0.942119,4492
21,False,10,False,HIT,-1.000000,1877
21,False,10,False,STAND,0.810124,17543
21,True,1,False,HIT,-0.354430,79
21,True,1,False,STAND,0.386288,598
21,True,1,True,HIT,-0.284553,123
21,True,1,True,STAND,1.031062,1497
21,True,1,True,DOUBLE,-0.867925,106
21,True,2,False,HIT,0.218750,64
21,True,2,False,STAND,0.887640,623
21,True,2,True,HIT,0.316176,136
21,True,2,True,STAND,1.500000,1548
21,True,2,True,DOUBLE,0.558140,129
21,True,3,False,HIT,0.121951,82
21,True,3,False,STAND,0.922570,607
21,True,3,True,HIT,0.238806,134
21,True,3,True,STAND,1.500000,1607
21,True,3,True,DOUBLE,0.424242,132
21,True,4,False,HIT,0.126761,71
21,True,4,False,STAND,0.890411,584
21,True,4,True,HIT,0.282258,124
21,True,4,True,STAND,1.500000,1500
21,True,4,True,DOUBLE,0.635659,129
21,True,5,False,HIT,0.278689,61
21,True,5,False,STAND,0.901338,598
21,True,5,True,HIT,0.300000,120
21,True,5,True,STAND,1.500000,1498
21,True,5,True,DOUBLE,0.880000,125
21,True,6,False,HIT,0.346154,78
21,True,6,False,STAND,0.920000,600
21,True,6,True,HIT,0.159664,119
21,True,6,True,STAND,1.500000,1593
21,True,6,True,DOUBLE,0.552846,123
21,True,7,False,HIT,0.059701,67
21,True,7,False,STAND,0.941880,585
21,True,7,True,HIT,0.204918,122
21,True,7,True,STAND,1.500000,1605
21,True,7,True,DOUBLE,0.351145,131
21,True,8,False,HIT,0.208333,72
21,True,8,False,STAND,0.935315,572
21,True,8,True,HIT,0.135593,118
21,True,8,True,STAND,1.500000,1608
21,True,8,True,DOUBLE,0.160000,125
21,True,9,False,HIT,0.075758,66
21,True,9,False,STAND,0.960064,626
21,True,9,True,HIT,0.220472,127
21,True,9,True,STAND,1.500000,1554
21,True,9,True,DOUBLE,0.542373,118
21,True,10,False,HIT,-0.081181,271
21,True,10,False,STAND,0.829630,2430
21,True,10,True,HIT,0.000000,444
21,True,10,True,STAND,1.383872,6368
21,True,10,True,DOUBLE,0.008351,479
